movie_id,total_ratings,num_months,1,x**1,x**2,x**3,x**4,x**5,x**6,s/c,d_height,budget,company,country,director,gross,name,rating,released,runtime,score,star,votes,writer,release,title,title_lower,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,Western,profit,profit_margin,0_pca,1_pca,2_pca,3_pca,4_pca,5_pca,6_pca,7_pca,8_pca,9_pca,10_pca,11_pca,12_pca,13_pca,14_pca,15_pca,16_pca,17_pca,18_pca,19_pca,20_pca,21_pca,22_pca,23_pca,24_pca,25_pca,26_pca,27_pca,28_pca,29_pca,30_pca,31_pca,32_pca,33_pca,34_pca,35_pca,36_pca,37_pca,38_pca,39_pca,40_pca,41_pca,42_pca,43_pca,44_pca,45_pca,46_pca,47_pca,48_pca,49_pca,50_pca,51_pca,52_pca,53_pca,54_pca,55_pca,56_pca,57_pca,58_pca,59_pca,60_pca,61_pca,62_pca,63_pca,64_pca,65_pca,66_pca,67_pca,68_pca,69_pca,70_pca,71_pca,72_pca,73_pca,74_pca,75_pca,76_pca,77_pca,78_pca,79_pca,80_pca,81_pca,82_pca,83_pca,84_pca,85_pca,86_pca,87_pca,88_pca,89_pca,90_pca,91_pca,92_pca,93_pca,94_pca,95_pca,96_pca,97_pca,98_pca,99_pca
61.0,2465,212.0,3.3657772028433484,-0.004588204134332957,-0.00016321893493011355,3.5372005423868483e-06,-2.4856465363716934e-08,7.688475312573295e-11,-9.065986704084683e-14,0.9952901877719359,-0.11595782563521605,20000000.0,Paramount Pictures,USA,John Schlesinger,26792700.0,Eye for an Eye,R,1996-01-12,101,6.1,Sally Field,10968,Erika Holzer,1996,Eye for an Eye,eye for an eye,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6792700.0,0.2535280132274836,-1.304938947590384,-0.13474003552314495,0.5092722204596077,-1.4162544011434952,-0.8062306533453766,-0.3441039378196544,0.11457242553210922,0.1630116016134797,-0.34949936641237744,0.10550444651070603,0.4042296363549264,0.4724342262181902,-0.044785822975961925,0.10055103051755764,-0.061347129801128025,-0.09560200807272172,-0.16216203503499566,-0.3867233860617924,-0.3287138693718388,-0.5960197365416704,0.5850853879038967,0.4708449799246471,0.034342941175760616,-0.4361882944690649,0.4867476752052899,-0.4303192656016927,-0.5699398547360329,-0.3983302802115565,0.1091093531284528,-0.43673412484222895,-0.4783785045173419,0.31031304086408884,0.08866502538987361,0.1909116299497192,-0.3767662120995081,-0.26249112395645674,0.026084865487876585,-0.431126361806878,0.09752150791048908,0.2237736431764137,-0.3765265554546959,0.14356284414052345,-0.016234055066952892,-0.2829492527122278,0.07410333716167775,0.0889369466588092,-0.07107343324910842,0.38086955842379455,0.15071186399824116,0.1852703901472671,0.19718465313230052,-0.2125431496412705,-0.3440269920578149,0.00943297513888136,-0.24598003588873776,0.2168467153507048,0.04148931046249425,0.03365748873732724,0.3906232956036978,-0.2311127025868769,-0.2888482734288748,-0.2400183726713511,-0.016226789379253176,-0.2087431043507529,0.051183258930529635,0.1765215763754226,-0.1474777707160357,-0.2474825835047633,-0.01878493313123394,-0.20962753808771512,-0.14919740717073965,0.3560527447900283,-0.18900369448072507,-0.19517086865126806,0.13673935614742616,0.13749641915254932,-0.13393031325000673,-0.19187656372580464,-0.1937518335206031,0.1235502912433262,-0.04852357497932108,-0.024635351314375185,-0.13716752918351074,0.07748487245368088,0.1175716636791698,-0.2322908788239641,0.1523352203162416,0.26834244238233673,0.07987585042972081,-0.009169989865515529,0.3840517738056147,0.1206707094034452,0.07447814047435013,-0.06313345418573682,-0.04990174784946722,0.1510136110016133,-0.11679377350463167,-0.25895295685658315,0.1832502426766451,-0.07421893805353008
63.0,2744,258.0,3.0842625105952166,-0.0038289805247266476,-1.147318621938488e-05,8.297540447405905e-07,-6.2750171315254045e-09,1.9797555124184948e-11,-2.416840588491591e-14,0.9961265631968358,0.20227385694830424,3800000.0,Island Pictures,USA,Paris Barclay,20109115.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,R,1996-01-12,89,6.6,Shawn Wayans,40789,Shawn Wayans,1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,don't be a menace to south central while drinking your juice in the hood,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16309115.0,0.8110309677974391,-1.5218454464777438,-0.2734190546099965,0.4763332368994757,-0.33150462868708586,1.941021143939104,0.7039894198602756,-0.8186170559558598,-0.9685688187414474,1.2593167435504384,-0.07868304484531605,0.3166995466575412,-0.42239207208313206,-0.9452057747366364,0.3592550921602272,0.5251908852362608,0.1158873033690056,0.07393968102947507,-0.18687525654298792,-0.3438530303271042,-0.5649946508906432,0.17866990713363573,-0.14156649000281485,-0.20786401074515248,-0.1584360453498559,0.15724202838200366,0.2300651036625325,0.14641646555486895,-0.04173591282008427,-0.18231733452636967,0.3252540169946594,-0.5894396572620056,-0.06600745078163855,0.02901825509756197,-0.07557682591228453,0.06512826695541983,0.15655357430157593,0.14759941890265885,-0.1380340548603518,0.2188168996400001,-0.22730216132998626,0.22312619842143416,-0.12426696237292136,-0.225497302982114,-0.3270168445754097,-0.04273294470294467,-0.0472891801495172,-0.3071818410888335,-0.0988428812894218,-0.2197996283738224,-0.11403653248769485,0.0008343191856228019,0.243609163062038,0.21062939471455736,-0.1046144478146263,-0.08297953878293485,0.3300759464636453,0.032958805728555626,-0.007672951416702219,0.10239160493322827,0.09919912323741112,0.1071127241011059,-0.347548445539699,0.2078925996498035,-0.01824212893984921,-0.06836219350556802,-0.0624388041864697,0.003751373422325632,-0.050408352117034136,0.17378838057758333,-0.09551868509626432,0.0271781671642786,0.11560798010698428,-0.13370898349590848,0.0775888665267374,0.07282620002333133,-0.03754408443072293,0.046526163386721234,-0.12006561465046114,0.03774591986775562,-0.1783130037677096,-0.003763315866108979,0.043417045971523946,0.14654754954513455,-0.03250263538856259,0.0572277866508207,-0.022962966771793537,0.11213703514857556,-0.05236855334945925,-0.07668409851502703,-0.14103035317112272,0.1397207146161305,-0.038756326564581584,-0.10403278231768323,0.2199667452206362,0.08738485002402592,0.0666740925649151,0.0021705496366581853,-0.05930367673576984,0.03459514517064971,0.14222876738317347
65.0,5837,268.0,2.7360763420163163,-0.024888463476660044,0.0004329522822853147,-4.895736439556178e-06,3.4508287501210567e-08,-1.2125414830460503e-10,1.582967882225787e-13,0.9962911497108404,-0.7545709822117401,15000000.0,Motion Picture Corporation of America (MPCA),USA,Jason Bloom,26757000.0,Bio-Dome,PG-13,1996-01-12,88,4.4,Pauly Shore,22728,Adam Leff,1996,Bio-Dome,bio-dome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11757000.0,0.4393990357663416,-2.1782169068807087,0.349658778597719,0.4626760746113308,0.012056219772883459,1.4868205952538651,0.0059296027190094405,-0.3500787738123211,-0.9229456569605758,1.1689847278736596,0.2860895227541213,0.22215877807927872,0.23826287289841164,-0.8590392027409232,0.7145734310782565,1.1019384941425832,-0.010883961227311905,-0.1618119876144265,-0.014070559327239258,0.03752878570350994,0.1088844429237164,0.11986679362742415,-0.2383599086840349,-0.16167489826102027,-0.2106485500355348,-0.12343050675953865,0.2511179590216837,0.15811707831544536,-0.11985111865368896,-0.28164105227032016,0.24368138381973745,-0.5231239223154769,-0.05076695247794428,0.15464450864520002,-0.15627165139449892,0.21705536053950847,0.00947062577779876,-0.14671910434321628,-0.14653444105581245,0.20827701787775188,-0.03504951377580287,0.11205104385628872,-0.19243053040907385,-0.37202710615633183,-0.3413880709902669,-0.2420360247176633,0.06722991962573706,-0.07457219338068187,-0.00046750489856329375,-0.10420318193085663,0.13676240158186395,0.061431507502478576,-0.01692448359062071,0.10352120934243636,0.0508078330946738,-0.2587605634854602,-0.002404644673417181,0.19080962326831602,-0.18166066537046088,0.06692555813541001,0.14320275858471676,-0.020394382531734947,-0.08995971754828075,0.2474037022644918,-0.04095176059689909,-0.1283491977759348,-0.03722091563042573,-0.03331355478055527,-0.04994584662976507,-0.02656831123615902,-0.10638973964573986,-0.017528746652912486,0.17334511423733576,-0.04777195354279939,-0.1018944159970216,-0.03634339223831092,-0.1280341533262534,0.0038823419405544274,-0.06328757677388384,0.13551151970444358,-0.1542650500455878,0.024255009364589717,-0.024337153143709087,0.12569443286842202,-0.019068106751924163,-0.03222941665063278,0.011212962143813131,-0.09473436100371367,-0.10028485476083396,0.07382084812125593,-0.039756996470193116,-0.005611007858653552,0.007459867773685264,-0.042525476780827146,0.2345509863953968,-0.13460063601924915,-0.0494347200911275,0.09422326476649798,0.16102057213012008,0.12307482647519455,0.07104630768850623
66.0,2586,215.0,2.9972912921331165,-0.06305372740244357,0.001237341463731358,-1.402753115276323e-05,9.280582128524831e-08,-3.151106109252975e-10,4.1588160344665583e-13,0.9954444808715428,-1.0916654480587875,15000000.0,New Line Cinema,USA,Farhad Mann,2409225.0,Lawnmower Man 2: Beyond Cyberspace,PG-13,1996-01-12,93,2.4,Patrick Bergin,8315,Farhad Mann,1996,Lawnmower Man 2: Beyond Cyberspace,lawnmower man 2: beyond cyberspace,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-12590775.0,-5.226068549014724,-2.4129283708723293,0.6718780394155179,0.5482134633125635,0.8525881582165123,-0.564918182397526,-0.6450101876149446,0.2341723003469163,-0.6203691069598243,0.3666385476255424,-0.1746203311947381,-0.31281158754888644,0.4216979593094137,0.05505067649182395,-0.055210912696421394,0.6960501607974008,-0.34197196784259426,-0.3062936541108339,0.491557217430718,-0.024192885495134056,0.3013920900008309,-0.13388444080951967,0.032735663688106584,-0.6373011027509901,0.11611543568528235,-0.27025022347757,-0.3654082192239628,-0.296559000496472,0.17530137220087555,0.11921973630773296,0.05031109194301235,0.3528971307921248,-0.7034136978076971,0.06275710254118462,-0.32211867028075525,0.03754929310030496,-0.030650300873173525,-0.3524650047520619,-0.3243617152224384,0.2400686680337956,-0.17001491889532527,0.07687277783039234,0.268664635674828,-0.10390816965065032,0.02436073496059476,-0.187118444897434,0.3730897916942042,-0.048494487034256635,0.1964901078186997,0.21524044262793202,0.3293958967214977,0.2148786201081505,-0.15738826816436996,0.019473706936811185,0.043053025545294665,-0.09223036379224617,-0.1823960407221866,0.14242269339514282,-0.10806536812038103,-0.149034069458995,-0.13060377996679742,-0.3108663968225743,-0.14053392714626972,-0.017210773556755755,0.09785993425882293,-0.053656367857537364,-0.235612099052797,-0.15980714727668274,0.04297935686681945,0.014019778708533609,0.12243022330305275,-0.16915860352383122,-0.0913108253488178,-0.08181774436119826,-0.1411196137938004,0.06910887300158447,0.006859608496662995,0.03097871182790398,0.11760656294712915,-0.10438483773819973,-0.031749646410889086,0.2395555346523103,-0.16060829776493635,-0.1173080370777295,0.0368273452932441,-0.014754620615732503,-0.0703584962022886,-0.16085010402022434,0.08595082110075725,0.00040609503650688994,-0.026497283419284232,0.07272701040972626,-0.14861095296586424,0.05075788621038616,0.031255486068358575,-0.20063853622964706,-0.058336803404298775,0.022454469307146008,-0.15906768275271946,0.09033684273952228,-0.08546914546902197
70.0,15821,271.0,3.701662668868922,-0.028276797502217125,0.0004541912345765376,-2.933105168515104e-06,8.519489299824873e-09,-8.996579080448632e-12,-7.360723509684602e-16,0.996329290516982,-0.1460429672331416,19000000.0,Dimension Films,USA,Robert Rodriguez,25753840.0,From Dusk Till Dawn,R,1996-01-19,108,7.3,Harvey Keitel,236890,Robert Kurtzman,1996,From Dusk Till Dawn,from dusk till dawn,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6753840.0,0.262245940799508,0.2107980232706319,1.8900761076458639,2.3058621704497546,-0.8907172400935001,1.5256132001692413,-0.2638688011225789,-1.1676656127703358,0.402345026200968,-0.8927843642779092,0.3485410234114744,-0.6204017370920506,-0.7292694529248139,-0.3737111988335319,-1.0470761951518708,-1.014804356169528,-0.6710321594672416,0.031287558086215264,-0.16249637344134316,0.5146061379995035,0.30111807466899426,0.19215347483098488,-0.5710423242323801,-0.08810739863842132,0.13672379085312966,-0.7359641381350797,0.32827401412178114,0.3891929337567868,-0.31107125338556185,-0.1254056614260865,-0.6250885131367228,0.4328715474935275,0.6861646976753226,-0.2348817064991341,0.0876746594616827,0.1840140474385052,-0.021082631797802908,0.18274672406500614,-0.10704991296541484,-0.3013802698200503,-0.4420982333368508,-0.07916633857315264,-0.2197767256233468,0.29219096986030424,-0.07268438236646205,-0.2983762823986866,0.21078926756218253,-0.030674459963714238,-0.10190984750147764,-0.1262639417630343,0.3614126077280013,-0.11282761714506245,0.17449812372984336,-0.08625340810237017,-0.01318170919370626,0.016288743018446517,-0.03993062253587458,-0.04994025581434822,-0.43389690414534704,0.15539222042939296,0.256211971484875,-0.16660151612014185,-0.3409979664755869,-0.23935182304258,-0.17816391720688307,0.36919265983770777,-0.33876207725041285,-0.2591185559087497,-0.11182228223163022,0.0897812836439434,0.17423586590165052,-0.039718730864264584,0.1965538639653976,0.1782338591747888,0.0391134941674208,-0.0808743599017295,-0.3114227678937149,0.017881051398408968,0.06602023306292612,0.3667278943985128,-0.20582201741295789,-0.21836298489932496,-0.21179085064467496,0.09919991094468816,-0.09124353124347306,0.24304746508292485,0.08226639019344544,-0.02599323143566921,-0.12379596626443498,-0.0734416729882594,-0.01932285645023983,-0.182753997725206,0.07636971319048379,-0.09249070202690142,-0.11509751874353885,0.0011743420288699846,-0.11456082285679822,-0.14028227404438814,0.15852614874498652,0.02153999289953201,-0.01770795650844148
79.0,6341,254.0,3.5237273979286843,-0.03691897542044685,0.0006963433614466704,-7.129513699496714e-06,4.2043942897616336e-08,-1.2780077098649891e-10,1.5207949747431914e-13,0.9960935138859692,-0.5233271093697569,44000000.0,Columbia Pictures Corporation,USA,Brian Gibson,22754725.0,The Juror,R,1996-02-02,118,5.6,Demi Moore,14796,George Dawes Green,1996,"Juror, The","juror, the",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-21245275.0,-0.9336643268595864,-1.1464077668122885,-0.0699849637904767,0.5002824552207717,-1.3564189256631232,-1.1056332841853689,0.5204212847366569,0.7293447039810049,0.03975122377147407,-0.185789163259431,-0.4179009001139223,0.0211063249637072,-0.0488773388369006,0.023676096654347542,-0.06884050610525999,0.20877159807537227,-0.12566370910183694,-0.014814959639289284,-0.23003179643705274,-0.06279095141143241,-0.1841808697479692,0.121507526783256,0.10340195157105,-0.0257635094982809,0.00872114365802424,-0.10687003483730123,-0.10480442647233862,0.149156038028869,-0.29492883683388843,-0.21221004562129306,-0.01565863668798212,-0.14222084819765982,0.20734947525051325,-0.2706862864874811,-0.008883794714611135,-0.3477269317527819,-0.07854110307854947,-0.0264362178872876,-0.03189998737276736,0.11640423901166674,-0.06474152178869035,0.030420618402098868,0.3352205800343322,0.0017732056077948489,-0.2849938754357672,-0.1319483425725092,0.0626057624877803,0.04734581738588765,0.4593040093672334,-0.12199194122412067,0.012277195933275456,0.4114932997075247,-0.2397442844113296,0.27047826549320403,-0.06148976888936955,-0.15417328636591035,0.2476718931153078,0.08790150577553374,-0.018316831692732603,-0.097439800366659,-0.2693450915768449,-0.046709201209693935,-0.17336620448100787,-0.0642213920424871,0.10005474704848227,0.21779208074836864,-0.07834696905875321,-0.17214042696587475,0.2453428661637129,0.3706262525645405,-0.272822534888144,0.04349551100362061,0.14285913137135894,-0.09399495490959436,0.2485156462151399,-0.05023926130096257,0.12795056155315854,0.05934627087837345,-0.08713256548509135,-0.05361137595295948,-0.1456571548345056,-0.12185343507559007,-0.1644618948766739,-0.007102714500645187,0.02886137041481106,-0.1570477416252685,-0.03458540376825851,-0.09002522344170494,0.12884982090669372,0.11817988822669742,0.10357628831551333,0.23580172053200785,0.03483699844090382,0.030966389742697362,-0.4951227245218986,0.00500314394861822,0.10204499272573914,0.1130158505739754,-0.01961950630634656,0.12170101812896368,0.1504135164364877
86.0,4606,243.0,3.9249974310497824,-0.02459617051789237,0.0005297764330927871,-6.885287368008969e-06,4.973221079184325e-08,-1.7805008015512326e-10,2.442430655381724e-13,0.9958959820161792,-0.6332024598536083,38000000.0,Hollywood Pictures,USA,Ridley Scott,10300000.0,White Squall,PG-13,1996-02-02,129,6.6,Jeff Bridges,18875,Charles Gieg Jr.,1996,White Squall,white squall,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-27700000.0,-2.6893203883495147,-0.4699792345463692,0.3626844706686656,-1.3509649293340782,-0.2625900579500797,-0.18467924268624525,-0.8212560470708898,-0.2420201378635743,0.2410320164679873,-0.4876473737080929,-0.43314177750000016,-0.2843422486587039,-0.6757265351840441,0.8363696760096414,0.5143378697073353,0.4882708557758286,0.2515731690731574,0.2124022835609425,-0.11043088995621148,-0.28599903240686164,-0.3989754507316209,0.03939289714310989,-0.0500861989187515,0.6159432543059878,0.1117576819263684,-0.31753210529047304,0.4596617187169729,-0.07805272342201891,-0.21615274944533447,0.11927193652223946,-0.30638374813613345,-0.058025736294585614,-0.030114246722868856,-0.03244593088713163,0.02142945251645731,-0.1949450156207895,0.055638159321707306,-0.011311038124883724,-0.054836232858805116,0.25104448265516605,-0.008666251277611947,0.3993608911438353,0.041838899914633056,-0.06270207361579468,-0.0978161684503969,-0.2277845227243965,-0.1583392834408493,0.1640948079847599,0.2844694178474943,0.16594451940033644,0.014168145576458962,0.33154547554735625,0.2454691434326347,0.07743957915538252,0.16838264772468448,-0.1785552622715259,0.19217280573592968,-0.026282912755651595,0.11875482109702827,-0.0596410021524382,0.2234457171488424,0.054292694679191324,0.14333284535025936,0.12062543378952455,-0.28888466266883256,-0.009339542267874123,-0.16278198401676558,-0.13503334453476892,0.004473985287886749,-0.2992392052714363,-0.05581968635128447,0.12838122236005095,-0.17609583038267262,-0.2306538330680868,-0.036332521806747016,0.12634417821150584,0.17335298216588427,-0.2876748992956626,0.16325181228563376,0.2721276077618843,-0.06962834680680897,0.05802237690602158,0.03091517319531008,0.033386683737186916,-0.2397507662355764,-0.2278619478387024,0.1332585209780427,0.033821757405171834,-0.17696553013904853,0.2281373100085679,-0.08442921056346331,-0.027985551125088343,0.008535060274960607,0.0914961977941719,-0.07553551849486577,-0.06687150142455955,-0.2253596522460191,-0.05116971731719794,0.04095682865450261,0.2245172331587401,0.08480494582174501
92.0,2462,221.0,3.156154286809288,-0.014076704900850456,5.192865146127003e-05,5.689312995600236e-07,-1.3607718712863555e-09,-1.7716406087096142e-11,5.4712452731347096e-14,0.9954874520864808,-0.6311390056258284,47000000.0,NFH Productions,USA,Stephen Frears,5600000.0,Mary Reilly,R,1996-02-23,108,5.8,Julia Roberts,12455,Valerie Martin,1996,Mary Reilly,mary reilly,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-41400000.0,-7.392857142857142,-1.024845408641652,-0.5820099887991947,0.3614219560241409,-0.10665384690507494,-0.6627679019946305,-0.039408978582859626,0.16522007849219586,0.431446720833676,-0.003128275926894995,-0.016055399824377502,0.215919725335544,-0.34624215975494244,-0.09823044934752044,-0.5741444301457164,0.3333605889859033,0.28725940852057524,0.4935000030749749,0.16698180479544453,-0.029856633242848325,-0.07333720125732013,0.0445089688629224,-0.014455309419290078,0.06882455373725288,0.0017838571133748302,-0.10976782841796223,0.010597117672381126,-0.216532979668151,0.14064811830350174,0.03348436633294846,0.2739788497870152,-0.1672956334502468,0.04486896721887098,-0.1837411341223313,-0.13224627246457116,0.09777035291614457,-0.017762357544248514,-0.02156300600157297,0.2155173180840512,0.04807047125482343,0.05308806677318584,-0.04433045748780939,0.08119710323345661,-0.041739386694238594,-0.14110318893493068,0.038082614270204006,0.1361353076858724,0.08182584721021323,0.020147656663285614,0.017088155327790927,0.002838018542656609,0.10439282441931746,-0.05143960143312384,-0.015399120252320504,0.1718719842083805,-0.04206674331644028,-0.0018597452636974,-0.08856496595828706,0.036771895301885314,-0.04595581172910132,-0.06635624786715537,0.15336745535327378,-0.10198635607082218,0.05915005802607946,-0.050146111853740384,-0.07131916369038857,0.03484496122545429,-0.10758914698553533,0.19556992789687552,0.10044838713375452,0.1602240203913276,0.09369743407399786,-0.14090257331347655,0.08423373098396764,-0.07123266731105453,-0.02517506146836707,0.059268880978434677,0.06647425334481201,-0.1255912559763599,0.018737159330458646,-0.0942569947703663,0.1656281685373116,-0.12087679385983333,-0.026850968578138658,-0.17874147900177426,-0.04884281111291541,0.2553983800242676,0.10791794376790773,-0.06854041469613986,0.0565244867845207,0.1870367441641972,0.06665210626131825,-0.10766652204215753,0.012665678480709434,0.18477702407195107,-0.10300081366679747,0.0285495522133254,-0.07511036615427674,-0.04459439046010714,-0.10169940167862786,0.03440369033345453
95.0,25847,270.0,3.516237070883435,-0.020489000452429674,0.00035179093258216144,-4.326049415837933e-06,3.036775146126489e-08,-1.0332971959758709e-10,1.320758803648539e-13,0.9963063781700904,-0.7272297684170432,50000000.0,Twentieth Century Fox Film Corporation,USA,John Woo,70770147.0,Broken Arrow,R,1996-02-09,108,6.0,John Travolta,81083,Graham Yost,1996,Broken Arrow,broken arrow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20770147.0,0.2934874079037875,-1.5451706590785002,1.3168454871719668,0.13948765440827976,-0.3282648228555308,-0.5931072921411764,0.1780556179845891,-0.35748235094318226,-0.8405621204996948,-0.6619346284844128,0.12409429166753,-0.6125149694402371,0.2960244827918046,0.007358423080991235,0.009491445903111378,-0.2277265854751904,-0.05509422588564347,0.5192567708355499,-0.5493902937983214,0.5383688949242597,-0.18599684642353886,0.19631493990121165,-0.4513231802190064,0.5377145075593414,0.2316298135757705,-0.08766548280534213,0.07000908587274238,-0.12367006628650815,-0.3980382171462306,-0.6138686346331236,0.0039957493981457644,0.2622325248895802,-0.10481405241680196,0.06729727926353445,0.1521729371473002,-0.12855224340092244,-0.004329635260676458,0.14469000889533412,0.2840973841046303,-0.06643451466560336,-0.19201396397342088,-0.03491555885958384,0.007386181930969821,0.01946824606237241,-0.1781703555555313,-0.08936799279543663,0.03282118591858059,0.17363336979009267,-0.2162142199726891,0.10379807538277368,0.13383533552950974,-0.04234006447481668,0.10328533313717006,-0.01958513393849455,0.2282673987015377,-0.009828259782505712,-0.08465508702661813,-0.26592226505943856,-0.2252690616277841,-0.16579410022207508,0.09519416513430667,-0.16076001017265545,-0.13580056371051166,0.3867236115270273,-0.3155889181968442,-0.20998252777702792,-0.2853306503240769,0.07335861117843276,0.1324949804382368,0.09709115092358504,-0.02475140376724945,-0.003040037342253964,-0.0009909212261249485,-0.1088296416251026,-0.03207581971285998,-0.17607514541810468,0.03371558570373959,-0.2775387506367304,-0.043173061207107684,0.2419731568287241,-0.1756677411482675,-0.00932838984188461,-0.1997956649638992,0.0166977075025751,0.12331847047717215,0.07080487101831326,-0.14402328091434138,-0.15653374227250028,0.0005613323233096251,-0.023781824092138498,0.02695584474423551,0.1916090469769736,0.12801867375228895,0.010648341738524206,0.1200248479489501,0.12002625057950662,0.10625663643670892,0.29598813413344216,0.05085298011729046,0.06876638942237498,0.03125254169948597
101.0,4953,267.0,3.792658379281822,-0.015731976691307197,0.0005801800306420732,-7.354347880511024e-06,4.28188192032335e-08,-1.1848305642207069e-10,1.2646782454507353e-13,0.9962592067498822,-0.15181884459049666,7000000.0,Columbia Pictures Corporation,USA,Wes Anderson,560069.0,Bottle Rocket,R,1996-02-21,91,7.1,Luke Wilson,58644,Owen Wilson,1996,Bottle Rocket,bottle rocket,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-6439931.0,-11.498460011177196,1.8159149462071185,-0.31236353490490665,0.1439082742167937,-0.2946775345284076,2.187162127922275,1.034880366548662,0.5482423707788989,-0.5672465399021451,-0.24127142094291645,-0.8095717401956183,-0.5003505871977876,-0.9389078023471692,-0.10106640339510264,-0.6022507971242952,-0.4754428602865148,0.3027976576855501,0.03233546792738857,1.1543732966074731,-0.20724365412809115,0.5762700401877419,-0.3794778787363308,-0.27187591506682696,0.2705883841606166,0.3863049871067609,-0.3058802469204981,0.5477423804219765,-0.3182427718467823,-0.0745714009527093,-0.3729982792911137,-0.4574347850240076,0.13990861509765545,-0.24952519676712465,-0.03559182463020613,0.13333196166150899,-0.37994589521530336,-0.20883413317606486,0.016941371286938775,-0.1262554058596172,0.18012990814132704,-0.3137505994504719,-0.0656740118161355,0.37327214596076097,-0.3103488218267514,-0.18250947025582254,-0.29156098465070657,0.5003194788700017,-0.02503265922294827,0.13393048302570315,0.33960702417144234,-0.3634646520564746,-0.02739209146593609,-0.3161235127479114,-0.0542906410316762,0.15328995000240098,0.07554295849281446,-0.3180738250035197,0.4681550760032062,-0.18954793700316905,0.28417999965590346,0.3314838258150604,0.12166553263259873,0.15061848662419394,-0.3823850987916154,0.3351382052645541,0.2773218078775187,0.2649718656779709,0.18309461019414203,-0.21653469414245416,-0.2294381856979765,0.009427339983585012,0.18306256506344887,0.4000738452153553,-0.2479819019622334,-0.019073758575078408,0.004210137461817573,-0.20688908238746548,-0.21340575009401214,-0.037040607576416376,-0.16761058429560852,-0.06871252917858114,-0.2630268039470657,-0.046054566806024114,-0.15175303442192514,0.0238366543818062,-0.1680263808447155,0.024744690597800004,-0.0823817727540436,-0.06103233996885275,-0.11241216194698213,-0.02203879848143378,0.28836231003786195,-0.10340782161769764,0.11276327309494966,-0.03370154731662006,0.037557853837685,0.1188760254169314,-0.21707272793355292,-0.06180792118262625,0.026631999792999003,-0.13370198631802882
