movie_id,s/c,d_height
1.0,0.7500670723517474,-0.060371836120477695
2.0,0.7500477614723295,-0.05115539819909598
3.0,0.7501266959333501,-0.08327599679598796
4.0,0.7500444778994578,-0.0492960629130903
6.0,0.7500165157297202,-0.02994568154415722
7.0,0.7500003332794203,0.004271268200555678
8.0,0.750024296756658,-0.036460308488505344
9.0,0.7501122588277327,-0.0784143249496756
10.0,0.7500042045988438,-0.015058962603705428
11.0,0.7500247925608646,-0.03678178032845958
13.0,0.7500351757742214,0.0438400129066685
14.0,0.7500404632907522,-0.04694109682675629
15.0,0.7500640911748048,-0.05922068946377701
16.0,0.7500028203401379,-0.012334483381991834
17.0,0.7500592370894488,-0.05687833455911484
19.0,0.7500277259390498,-0.038965842455325195
21.0,0.7501731155048174,-0.09733280006709144
22.0,0.7500121292095778,-0.02574567751532264
23.0,0.7500014579021376,-0.00893723968950777
24.0,0.750026091423335,-0.03782731155555297
25.0,0.7500356274513574,-0.044081797599933026
26.0,0.7500412745832848,-0.04753626076786155
27.0,0.7500905016625338,-0.07038693358280934
28.0,0.7500019265907943,-0.010237325685332976
29.0,0.7500446283600548,-0.049299904189496147
30.0,0.7500009376517995,0.007170184146938041
31.0,0.7500534297443046,-0.05411057341309444
32.0,0.7500316303348861,-0.041464097900622665
33.0,0.7501534880695805,0.09157507397141806
34.0,0.7500033451048094,-0.01344170128679778
35.0,0.7502559573402507,-0.1182351972061344
36.0,0.7500536203085344,-0.054114443412655255
37.0,0.7500921448893861,-0.07105950832605368
38.0,0.7500145881503213,0.027770161826096373
39.0,0.7500028445954068,-0.012300529838237484
40.0,0.7500403470695012,-0.047027797927281956
41.0,0.7500106752748172,-0.023992160295712495
42.0,0.750000058994701,-0.0017156611210671358
43.0,0.7501075920553721,-0.076751298507999
44.0,0.750030010498852,-0.04056317702464218
45.0,0.750008613992268,-0.02157527069535714
46.0,0.7500228223776276,-0.035363530896590056
47.0,0.7501204410524117,-0.081141083370321
48.0,0.750087339072274,-0.06912229830118788
49.0,0.7501052440524796,-0.07577591948096174
50.0,0.7500000850003598,0.0014873717881789261
51.0,0.7506315028733085,-0.18593489300200705
53.0,0.7502873407743926,0.12537229379247794
54.0,0.7500007740950997,-0.0059985737948116125
55.0,0.7503193144943154,-0.1322437308197726
56.0,0.750002302322418,-0.011231712180013176
57.0,0.7500443905597699,-0.04912471658738049
58.0,0.7500181845151846,-0.03153455236261404
59.0,0.7503101060525934,-0.13027185338039216
60.0,0.7500023036916161,-0.011241148868384343
61.0,0.7500046857659992,-0.015996312909597243
62.0,0.7500814609119536,-0.06679551965388786
63.0,0.750002456457305,-0.0116083448380917
64.0,0.750173169990329,-0.09734720622139914
65.0,0.7500856108631881,-0.0684708613728473
66.0,0.7505361894031995,-0.17146144988467604
67.0,0.7502566776475402,-0.1182363283321961
68.0,0.7506124225550743,-0.18304395970358422
69.0,0.7500460452262874,0.05022070154773273
70.0,0.7501116355077786,-0.07820014635036276
71.0,0.750380347428937,-0.1443865634667727
72.0,0.7501158400812002,-0.07920485228451879
73.0,0.7500148916924105,-0.028575422734007816
74.0,0.7500487742718447,-0.05169150681312429
75.0,0.7504787082282218,-0.16198564930142467
76.0,0.7500230994564984,-0.03559685292004122
77.0,0.7500068886255261,-0.019367781706094434
78.0,0.7500356390174736,0.04399747168326895
79.0,0.7501853639401186,-0.10075034411469241
80.0,0.7500120877632352,-0.0255955605646756
81.0,0.7500259194493327,-0.03769496134549977
82.0,0.750020348265123,-0.03336165789955814
83.0,0.7502359939103889,-0.11366991539366644
84.0,0.7511003295395756,-0.24537640269655725
85.0,0.7500240834336868,-0.036129825831650475
86.0,0.7500802736069484,-0.06626313759277469
87.0,0.7501392374167319,-0.08729529165264172
88.0,0.7500253211110893,-0.037146448421671696
89.0,0.750208820715009,-0.1068867757737979
90.0,0.7500246902132744,-0.03680103435223625
92.0,0.7500312673163282,-0.041415707155422865
93.0,0.7502660414049354,-0.12074887981632099
95.0,0.7500582012063997,-0.05645503987058431
96.0,0.7500276342588077,-0.03892884928391149
97.0,0.7501272848483829,-0.08333437281395195
98.0,0.7500001280010836,-0.0018411247533669517
99.0,0.7500075491751802,0.02035040405986077
101.0,0.7500279584505498,-0.03894575542214662
102.0,0.7505119885128498,-0.16759439617805016
103.0,0.7500989005582205,-0.07357978114238684
104.0,0.750009917285233,0.023295742139036513
105.0,0.7500984360624159,-0.0734270336751548
106.0,0.7509400282663945,-0.2268874130382219
107.0,0.7500583698283374,-0.05645473355334962
108.0,0.7508567701969667,-0.21659127334695683
109.0,0.7507357349180547,-0.20110815135296312
110.0,0.7500079322407388,-0.0208008068881389
111.0,0.7500039360868683,-0.014631291118394785
112.0,0.75005699079785,-0.05582474312909502
113.0,0.7500859692320103,-0.0685097473541596
114.0,0.7500251252572663,0.03694970820925869
115.0,0.7501604978817478,-0.09386158205101047
116.0,0.7500392959693848,-0.046432846130219474
117.0,0.7501606867243379,-0.09374322816203717
118.0,0.7500197529902141,0.03287548522100936
119.0,0.7502058731512501,-0.10623971583317315
120.0,0.7501633965799798,-0.09449107324930894
121.0,0.7500914800285386,0.07077227233565564
123.0,0.7500046413541971,0.01595594165103309
124.0,0.7502052267143916,0.10582358101316558
125.0,0.7500179201903667,-0.031141734360774276
126.0,0.7503693598521533,-0.14227259885997823
127.0,0.7501356764086805,0.08595207345731914
128.0,0.7507601886561305,0.20433751726194416
129.0,0.7500474425477561,-0.050412719199430356
130.0,0.7500086904479407,0.02182916797081802
131.0,0.7500082681821698,0.021282982099087633
132.0,0.7500192398901039,-0.0324537349892986
133.0,0.7526863747752727,-0.38576445226619605
134.0,0.7514400162440824,-0.280821818780562
135.0,0.7500367039322071,-0.04487506032419564
136.0,0.7504750162176875,-0.16140459804958152
137.0,0.7512026320905423,-0.2572213743631111
138.0,0.7502287067211117,-0.11194613189469171
139.0,0.7501220353377959,0.08182262991137312
141.0,0.7500143696300318,-0.028054795202130833
142.0,0.7512032074888437,-0.2572972608356703
143.0,0.7500497052823819,-0.0521821640517488
144.0,0.7500108423050633,-0.02428123482590072
145.0,0.7500026442711192,0.012022760144169808
146.0,0.7500363928456408,-0.04468449444651368
147.0,0.750002812697526,0.012392246142399088
148.0,0.7502355905915877,-0.11318860874906811
